timestamp,action,spot,strike,call_price,put_price,total_premium,iv,portfolio_delta,futures_position,hedge_pnl,call_value,put_value,options_pnl,futures_pnl,hedging_cost,total_pnl
2026-01-15 10:55:00,ENTER_STRADDLE,21388.318243852074,21400.0,72.28825157859137,59.35951237086374,131.6477639494551,5.555047794102532,,,,,,,,,
2026-01-15 11:10:00,REHEDGE,21301.23278592937,,,,,,-0.36116071238665537,0.36116071238665537,-7693.16840768023,,,,,,
2026-01-15 11:15:00,REHEDGE,21259.449504277185,,,,,,-0.17546384864157538,0.17546384864157538,3947.8130978911686,,,,,,
2026-01-15 11:15:00,EXIT_STRADDLE_STOP_LOSS,21259.449504277185,21400.0,,,,5.336398441271062,,,,21.11113310122164,137.09993578323883,26.563304935005362,-15.090479767355072,-3745.3553097890617,-3733.8824846214115
2026-01-15 11:20:00,ENTER_STRADDLE,21265.118167275607,21250.0,84.61276009697212,45.05660093782899,129.6693610348011,5.35585885930524,,,,,,,,,
2026-01-15 11:40:00,REHEDGE,21189.649510700576,,,,,,-0.2039383093918683,0.2039383093918683,-4321.381297818505,,,,,,
2026-01-15 11:45:00,REHEDGE,21159.062418372498,,,,,,-0.16596074475495115,0.16596074475495115,803.569660650306,,,,,,
2026-01-15 11:45:00,EXIT_STRADDLE_STOP_LOSS,21159.062418372498,21250.0,,,,4.683693261192386,,,,27.80328880804882,94.36345387249457,-7.50261835425772,-6.237879898601242,-3517.811637168199,-3531.5521354210578
2026-01-15 11:50:00,ENTER_STRADDLE,21253.32461539931,21250.0,76.88611796977784,49.12351068693533,126.00962865671318,5.285257506748772,,,,,,,,,
2026-01-15 12:05:00,REHEDGE,21261.25586761794,,,,,,0.20518623980622225,-0.20518623980622225,4362.517145034504,,,,,,
2026-01-15 12:10:00,REHEDGE,21168.03522821864,,,,,,-0.5097706399071795,0.5097706399071795,-15134.232416430566,,,,,,
2026-01-15 12:10:00,EXIT_STRADDLE_PROFIT_TARGET,21168.03522821864,21250.0,,,,4.9710292757851215,,,,33.846610079059246,91.42185021943988,-0.741168358214054,19.127592470674166,-10771.715271396062,-10753.328847283603
2026-01-15 12:15:00,ENTER_STRADDLE,21183.95056021805,21200.0,61.95321894801236,53.62216800380338,115.57538695181574,4.930399644551761,,,,,,,,,
2026-01-15 12:20:00,REHEDGE,21084.57762122752,,,,,,-0.44862966154532297,0.44862966154532297,-9459.166922037393,,,,,,
2026-01-15 12:25:00,REHEDGE,20984.028652087643,,,,,,-0.3223352573544291,0.3223352573544291,2650.165396140055,,,,,,
2026-01-15 12:25:00,EXIT_STRADDLE_STOP_LOSS,20984.028652087643,21200.0,,,,5.4426396903453576,,,,8.78900506482978,200.4040353464552,93.61765345946924,-45.10924999395375,-6809.001525897338,-6760.4931224318225
2026-01-15 12:35:00,ENTER_STRADDLE,21036.13224927534,21050.0,60.948313377522936,50.608076848142446,111.55639022566538,4.787418719506802,,,,,,,,,
2026-01-15 12:55:00,REHEDGE,20949.2609312193,,,,,,-0.4159596114222359,0.4159596114222359,-8714.046436533008,,,,,,
2026-01-15 13:00:00,REHEDGE,20895.023601722725,,,,,,-0.23228295300686375,0.23228295300686375,3837.9281126747646,,,,,,
2026-01-15 13:00:00,EXIT_STRADDLE_STOP_LOSS,20895.023601722725,21050.0,,,,4.82890538122303,,,,13.192082491059864,144.02049871410782,45.6561909795023,-22.560538501975703,-4876.1183238582435,-4853.022671380717
2026-01-15 13:05:00,ENTER_STRADDLE,20860.384476265193,20850.0,73.79992267307716,39.43746378333344,113.2373864564106,4.768992347391969,,,,,,,,,
2026-01-15 13:10:00,REHEDGE,20913.40658491516,,,,,,0.4652909301434818,-0.4652909301434818,9730.818402363991,,,,,,
2026-01-15 13:15:00,EXIT_STRADDLE_PROFIT_TARGET,20939.31545398295,20850.0,,,,4.958866661737151,,,,130.79794379465056,17.52828119845981,35.08883853669977,-12.055161787517253,9730.818402363991,9753.852079113174
2026-01-15 13:30:00,ENTER_STRADDLE,20855.839409586664,20850.0,70.53419922863213,40.71680701741934,111.25100624605147,4.718435810555984,,,,,,,,,
2026-01-15 13:40:00,REHEDGE,20852.574322848097,,,,,,0.15541266116889885,-0.15541266116889885,3240.7540677360716,,,,,,
2026-01-15 13:45:00,REHEDGE,20904.38219154588,,,,,,0.2826865597084401,-0.2826865597084401,2660.582218078603,,,,,,
2026-01-15 13:45:00,EXIT_STRADDLE_PROFIT_TARGET,20904.38219154588,20850.0,,,,4.703229260968683,,,,102.10765779623216,23.78314465294534,14.639796203126025,-8.051598743811256,5901.336285814675,5907.92448327399
2026-01-15 13:50:00,ENTER_STRADDLE,20974.810475626076,20950.0,82.83021206024569,33.926751494873315,116.756963555119,4.7475891647400426,,,,,,,,,
2026-01-15 14:00:00,REHEDGE,20887.924022312855,,,,,,-0.22759928061832047,0.22759928061832047,-4754.07648108854,,,,,,
2026-01-15 14:05:00,EXIT_STRADDLE_STOP_LOSS,20904.61622053676,20950.0,,,,4.0811451820497515,,,,37.22583296702214,58.552459554208326,-20.97867103388853,3.799132307698886,-4754.07648108854,-4771.25601981473
2026-01-15 14:10:00,ENTER_STRADDLE,20953.873957372194,20950.0,63.94443160121773,35.97748928972942,99.92192089094715,4.208593063871078,,,,,,,,,
2026-01-15 14:25:00,REHEDGE,20864.392138811578,,,,,,-0.381016812885413,0.381016812885413,-7949.684195521453,,,,,,
2026-01-15 14:30:00,REHEDGE,20774.030462174655,,,,,,-0.36844202490635736,0.36844202490635736,261.22902853228965,,,,,,
2026-01-15 14:30:00,EXIT_STRADDLE_STOP_LOSS,20774.030462174655,20950.0,,,,4.571144235620501,,,,8.152503441929184,160.07683242592975,68.30741497691179,-34.42931803918277,-7688.455166989163,-7654.577070051434
2026-01-15 14:35:00,ENTER_STRADDLE,20835.388687252183,20850.0,57.84924992727247,48.48258005053867,106.33182997781114,4.608304392903047,,,,,,,,,
2026-01-15 14:40:00,REHEDGE,20938.272473323887,,,,,,0.5659374848131944,-0.5659374848131944,11849.753259886264,,,,,,
2026-01-15 14:45:00,EXIT_STRADDLE_PROFIT_TARGET,20932.7919885125,20850.0,,,,4.925482027673067,,,,125.42100380699776,18.674806681257905,37.763980510444526,3.1016117897123645,11849.753259886264,11890.61885218642
2026-01-15 15:00:00,ENTER_STRADDLE,20978.538802803807,21000.0,54.475882171089324,51.786593270613594,106.26247544170292,4.583550759492248,,,,,,,,,
2026-01-15 15:10:00,REHEDGE,21075.692659870096,,,,,,0.5302737949061629,-0.5302737949061629,11175.887527025277,,,,,,
2026-01-15 15:15:00,EXIT_STRADDLE_PROFIT_TARGET,21072.934513985554,21000.0,,,,4.678813119355001,,,,116.07577965566816,19.026697154734393,28.84000136869963,1.4625724851006847,11175.887527025277,11206.190100879077
2026-01-16 10:55:00,ENTER_STRADDLE,21000.955522100336,21000.0,57.60434007923686,32.4983318822342,90.10267196147106,3.7871466922213206,,,,,,,,,
2026-01-16 11:00:00,REHEDGE,21023.41984763835,,,,,,0.33283606711892144,-0.33283606711892144,6997.352379477823,,,,,,
2026-01-16 11:05:00,EXIT_STRADDLE_PROFIT_TARGET,21036.628834742198,21000.0,,,,3.8454354394810553,,,,81.41122407633156,20.655848284827698,11.964400399688202,-4.396427318269288,6997.352379477823,7004.920352559242
2026-01-16 11:10:00,ENTER_STRADDLE,21036.887560247746,21050.0,50.398524508807895,39.30297700702067,89.70150151582857,3.8411536059604154,,,,,,,,,
2026-01-16 11:20:00,REHEDGE,20953.6116624588,,,,,,-0.5144463222295155,0.5144463222295155,-10779.508457177413,,,,,,
2026-01-16 11:25:00,REHEDGE,20921.86566702201,,,,,,-0.17033982472337783,0.17033982472337783,7199.349915972856,,,,,,
2026-01-16 11:25:00,EXIT_STRADDLE_STOP_LOSS,20921.86566702201,21050.0,,,,3.5577460368980183,,,,8.492232177976348,112.45458100126416,31.24531166341194,-16.331610597970453,-3580.158541204557,-3565.2448401391157
2026-01-16 11:30:00,ENTER_STRADDLE,20904.647922941782,20900.0,51.87478640778136,23.19137968407904,75.0661660918604,3.0945625585109364,,,,,,,,,
2026-01-16 11:40:00,REHEDGE,20856.327185593684,,,,,,-0.1759157707705108,0.1759157707705108,-3668.956872295671,,,,,,
